"client_id","birth_year","balance_sd","balance_avg"
78,1944,20955.6469983724,52523.2448
79,1969,19642.0495166624,56670.7556701031
80,1979,17484.0478067738,33649.5630769231
81,1976,7209.29674786862,33161.1327433628
82,1979,7209.29674786862,33161.1327433628
84,1979,11543.9916381081,47027.4276978417
83,1978,11543.9916381081,47027.4276978417
86,1969,29114.9242597297,54186.48
85,1961,29114.9242597297,54186.48
87,1946,10552.953626295,42345.8197247706
89,1951,7776.3224582561,25922.5759036145
90,1975,8599.73671242261,29628.4967741935
91,1940,13063.0818424482,19987.925
92,1966,9601.89931169621,31626.9102459016
93,1925,2957.12055892214,2691
94,1947,3492.03646090812,16507.0928571429
95,1952,3492.03646090812,16507.0928571429
96,1972,8504.37093834385,22692.07
97,1965,31001.498425003,58923.4978021978
99,1973,6748.03999498422,25858.6491289199
98,1973,6748.03999498422,25858.6491289199
100,1942,29340.883797765,60193.2088235294
101,1943,NA,NA
102,1958,3220.46141222027,18652.6950381679
103,1955,3220.46141222027,18652.6950381679
105,1980,5366.96220644039,11947.2777777778
106,1968,NA,NA
107,1972,14238.0197811905,37928.292244898
108,1963,5601.03033717905,8378.66
110,1967,8680.14449486106,26357.84
113,1940,15500.5907624702,55405.9010416667
112,1935,15500.5907624702,55405.9010416667
114,1969,24155.9159176889,71398.1361904762
115,1969,24155.9159176889,71398.1361904762
116,1942,12670.9535463344,33057.3745762712
117,1936,12670.9535463344,33057.3745762712
119,1922,NA,NA
118,1922,NA,NA
120,1976,22402.3387916864,50698.4655913978
121,1978,9672.14538955459,36460.5227848101
122,1963,11598.9095285493,40309.9435897436
123,1969,17507.6625853146,35251.055625
124,1967,28827.0918439998,46266.5746987952
125,1936,3387.27023428416,18681.9098360656
126,1929,3387.27023428416,18681.9098360656
127,1950,16415.4016181818,30797.4875
128,1973,10580.6566148794,39898.5125
129,1947,7223.31216005659,28546.0635087719
130,1942,10140.361648143,46850.8601851852
131,1977,NA,NA
132,1953,12673.3312755088,46148.2976190476
134,1932,6885.30363649431,22356.4259259259
135,1938,6885.30363649431,22356.4259259259
136,1921,10216.3224218983,21488.3272727273
137,1923,NA,NA
138,1972,7320.19419703007,29434.9041493776
140,1961,13746.3077903334,42523.169047619
139,1959,13746.3077903334,42523.169047619
141,1925,4895.7066590185,21593.0168316832
142,1937,NA,NA
143,1978,9340.14165726652,38212.816064257
144,1958,27662.001410627,56940.7721311475
145,1978,NA,NA
146,1961,17666.9152977967,29063.3428571429
147,1933,3555.08193827534,17167.6397196262
148,1940,3555.08193827534,17167.6397196262
149,1948,NA,NA
150,1980,30641.8028594361,58380.7176470588
151,1971,23939.6531353214,44397.8935
152,1945,3437.92946962359,15854.3364197531
153,1981,11798.9414495196,36646.8179104478
154,1933,NA,NA
155,1939,NA,NA
156,1930,NA,NA
157,1943,8878.82690860585,24343.6628865979
159,1938,21638.2588696712,62778.0903225806
158,1945,21638.2588696712,62778.0903225806
160,1942,NA,NA
161,1943,NA,NA
162,1941,9269.04530407487,33567.4668292683
163,1933,7408.55146203487,22651.0523809524
164,1962,19808.9628745653,45519.3578947368
165,1968,5420.39358964519,14975
166,1961,5420.39358964519,14975
167,1978,NA,NA
168,1976,7546.64792502996,18708.1538461538
169,1953,19742.6441192673,49978.1568965517
170,1946,19742.6441192673,49978.1568965517
171,1929,3491.54769503888,21484.4031111111
172,1935,3491.54769503888,21484.4031111111
173,1918,3481.79379056256,2962
174,1978,NA,NA
175,1960,7657.92349013663,30562.9517241379
176,1929,5075.99095638337,22261.8380952381
178,1960,3532.24009128852,17008.5413043478
179,1980,NA,NA
180,1982,13803.7436572854,35831.4490566038
182,1959,5321.98370041724,19456.5756756757
181,1967,5321.98370041724,19456.5756756757
184,1972,7387.79710431248,23612.3414634146
183,1978,7387.79710431248,23612.3414634146
185,1954,8550.47290308894,30057.5232227488
186,1961,10222.0578101478,39375.4374269006
187,1942,7163.36720931699,26712.0686567164
188,1960,NA,NA
189,1919,NA,NA
191,1954,14804.4026186636,48677.0730434783
190,1947,14804.4026186636,48677.0730434783
192,1971,NA,NA
193,1962,11307.4819558831,39024.8204545455
194,1924,4370.41890539579,19214.6469512195
195,1919,5824.19838738832,25309.0739884393
196,1927,5824.19838738832,25309.0739884393
197,1933,4922.31040477503,25456.219858156
198,1976,8853.81273802422,12750
200,1928,4216.504783248,27570.00125
199,1923,4216.504783248,27570.00125
201,1930,7219.47989816441,9932
202,1976,9280.78170688812,21809.0909090909
203,1962,3230.64541668509,17230.450952381
204,1967,3230.64541668509,17230.450952381
205,1942,9547.91040771457,42023.6712328767
206,1963,15819.3973950655,43112.5130434783
207,1932,8839.95353307677,22870.35
209,1935,13182.9506209587,46176.7778723404
208,1940,13182.9506209587,46176.7778723404
210,1939,11517.1752482123,38709.83
211,1945,11517.1752482123,38709.83
212,1975,4730.97733164089,8433.36666666667
215,1967,24959.844822572,48780.096
216,1960,NA,NA
217,1974,NA,NA
218,1980,NA,NA
219,1964,20359.722354445,41222.8574358974
221,1977,12103.7011388892,34781.5041666667
222,1972,NA,200
223,1952,8806.59855563795,31872.8035242291
224,1955,13917.9848241993,44791.745
225,1936,NA,NA
226,1942,25906.2215437185,63391.7910505837
227,1926,3322.89343418896,16542.0440191388
228,1956,16186.1050114493,48675.5828125
229,1969,NA,NA
230,1967,8896.16525227878,33023.5623529412
231,1941,NA,NA
232,1921,6062.98995941412,24884.8142857143
233,1958,NA,300
234,1955,NA,300
235,1943,11331.4217231741,27604.6210526316
237,1969,NA,NA
236,1961,NA,NA
238,1961,11263.2151796258,40249.1349152542
239,1974,12987.701411206,39623.0169421488
240,1929,4782.71312864857,21570.3456410256
241,1959,2977,3677
242,1961,13098.7050585535,46073.0251908397
243,1954,8964.55672116518,33277.1191489362
246,1970,3490.22826698212,13945.7256410256
247,1957,NA,NA
248,1969,8098.45474647594,28376.7678899083
249,1970,8098.45474647594,28376.7678899083
250,1979,5598.44464221544,25506.6856677524
251,1976,9736.12717367757,35903.4625
252,1969,8178.11305212476,9615.2
253,1947,11277.1220121688,37269.0648648649
254,1963,NA,NA
255,1951,22739.6600738026,56432.3618556701
256,1963,15140.2589053708,51945.3793103448
257,1942,NA,NA
258,1937,NA,NA
259,1966,NA,NA
260,1962,NA,NA
261,1937,4815.8463752231,27568.7860215054
262,1945,6452.70582344548,27629.5111111111
263,1962,26750.5567361373,38490.0591836735
264,1978,11007.2447773196,47819.0604651163
265,1933,4488.83725769237,18341.4925233645
266,1967,17603.8832573682,29127.0285714286
267,1967,20808.098054569,58906.8775423729
268,1982,16591.3626249336,38185.7025
269,1923,5776,6876
271,1945,7594.49377431543,26306.30625
270,1947,7594.49377431543,26306.30625
272,1944,12283.9071534434,48376.2580645161
273,1972,20726.3016402272,52453.6033613445
274,1970,12514.3785565352,39441.9361445783
275,1918,NA,NA
276,1957,12598.2817816168,38719.2637931034
277,1961,12598.2817816168,38719.2637931034
278,1972,3327.48239659569,16068.3845360825
279,1970,3327.48239659569,16068.3845360825
280,1969,NA,NA
283,1933,4888.09185505565,17743.1608695652
282,1938,4888.09185505565,17743.1608695652
284,1974,4579.74419406261,21841.86
286,1952,6058.63937787282,16540
285,1954,6058.63937787282,16540
287,1980,2616.9618073825,13858.0363636364
288,1962,2915.40869727968,16516.8652849741
289,1958,28371.2167662892,58808.662005277
291,1955,NA,NA
290,1959,NA,NA
292,1958,8420.9779734304,16571.73
293,1943,17682.2954846845,37614.5538461538
294,1968,26354.4280556168,56138.3582978723
295,1939,10512.2650931295,33464.2186968839
296,1974,27499.1244728349,33763.8943502825
297,1924,NA,NA
298,1921,NA,NA
300,1957,14419.177377394,42679.5010638298
301,1942,15261.4793451793,18222.3666666667
302,1971,NA,NA
303,1946,11264.1977575219,37467.9487804878
304,1934,NA,1000
305,1938,16601.3570879511,49458.5618181818
308,1976,35080.3155483955,48676.85
309,1969,13968.1553876247,57390.2151162791
310,1950,24452.1741141094,37715.1763157895
311,1930,NA,NA
312,1924,5529.0979198924,24529.2920353982
313,1942,7907.33413182542,30355.3685714286
314,1945,7907.33413182542,30355.3685714286
315,1967,7973.83527400362,12926.1222222222
316,1955,6563.66028703774,15081.8181818182
317,1957,NA,NA
318,1943,8804.44715045198,31117.0897959184
320,1934,8533.66886964365,20501.3315789474
319,1929,8533.66886964365,20501.3315789474
321,1943,25612.6787910085,72188.1978835979
322,1933,4463.56458740061,18686.5942528736
323,1938,4463.56458740061,18686.5942528736
324,1960,22986.3755107869,43320.0238095238
325,1960,9236.64805668576,20383.5846153846
327,1968,13210.8872950623,51973.6541666667
326,1967,13210.8872950623,51973.6541666667
328,1918,10289.2122491215,20651.1142857143
329,1964,15339.5730108358,25791.0142857143
330,1944,8394.47858001158,30852.8244966443
331,1942,10275.6141470172,37503.2052863436
332,1978,4739.22533721354,17094.5754716981
333,1971,16029.1382942665,51649.3983050847
334,1969,21765.4722534524,41276.9433823529
335,1967,16715.3151874491,51307.3868421053
337,1957,3202.1993332191,17819.2975708502
336,1964,3202.1993332191,17819.2975708502
338,1951,7490.41035978631,29698.1141955836
340,1970,11431.02027634,19827.7142857143
339,1966,11431.02027634,19827.7142857143
341,1977,NA,NA
342,1972,NA,NA
343,1919,7173.73266309639,22291.5375
344,1963,NA,NA
345,1953,14097.2318915628,58677.7076923077
346,1960,14097.2318915628,58677.7076923077
347,1959,14374.270631023,45679.7243902439
348,1953,14374.270631023,45679.7243902439
349,1927,3463.93570130858,19607.4712962963
350,1925,4560.41506787406,21710.9909090909
351,1973,9601.17297081318,41146.5553488372
352,1940,20572.4575297371,49084.3819672131
353,1965,NA,NA
354,1922,NA,NA
355,1930,NA,NA
357,1979,NA,NA
356,1979,NA,NA
358,1959,NA,NA
359,1970,NA,NA
360,1943,4184.62870612209,18903.5311111111
361,1977,8139.84452195725,15452.1052631579
363,1942,NA,NA
362,1950,NA,NA
364,1942,26690.5965958758,69824.4523809524
365,1930,5830.23800812768,26424.1465517241
366,1936,5830.23800812768,26424.1465517241
368,1968,4274.51646668173,15734.5377358491
367,1963,4274.51646668173,15734.5377358491
369,1930,9236.71832791476,27663.4068965517
370,1956,11387.1271120282,44659.6496124031
371,1942,NA,NA
372,1932,4430,4630
373,1936,5283.93399836102,20299.8849137931
374,1967,NA,NA
375,1969,8026.71135883777,23466.6666666667
376,1973,10956.883405562,30173.1242424242
378,1978,NA,NA
379,1983,NA,NA
380,1973,9520.69085041991,33989.3732142857
382,1978,5324.89925839417,12659.2263157895
381,1977,5324.89925839417,12659.2263157895
383,1939,18712.6088525667,38819.320212766
384,1935,18712.6088525667,38819.320212766
385,1948,NA,NA
386,1980,NA,NA
387,1927,6830.27529526503,24452.7535864979
388,1950,7488.12560583217,28234.0055172414
389,1974,19732.1150977909,48648.4011695906
390,1977,NA,NA
391,1933,5531.99732928115,23688.3709497207
393,1956,8870.14969552721,36575.5091254753
392,1950,8870.14969552721,36575.5091254753
394,1924,NA,NA
395,1919,NA,NA
396,1920,8346.83188401444,11058
397,1930,6531.30987671801,10355.6714285714
398,1925,NA,NA
399,1952,10329.7785861983,42485.9863481229
400,1933,NA,NA
401,1928,NA,NA
402,1943,19053.9829431814,31707.7285714286
403,1973,13202.1041467963,42007.3663366337
404,1967,13202.1041467963,42007.3663366337
405,1934,5739.24722661154,25246.0611940299
406,1977,6361.57659575677,28036.8153846154
407,1975,NA,700
408,1978,15784.716431765,48767.3275261324
409,1925,4878.52425703043,21676.5244444444
410,1962,10952.299981207,38019.6185714286
411,1941,21505.3180315737,41055.6079365079
412,1944,21505.3180315737,41055.6079365079
413,1972,4929.3594207298,17391.1237288136
414,1947,25407.6378157887,59623.2160714286
415,1945,25407.6378157887,59623.2160714286
416,1932,5071.47079209646,23232.8665254237
417,1930,5071.47079209646,23232.8665254237
418,1966,11820.307995247,18315.725
419,1970,3498,4498
420,1978,5508.17588748418,19661.7333333333
421,1965,9576.32771690869,35614.7442857143
422,1946,11566.3794847958,36226.4728971963
423,1957,13922.950170715,43195.5541818182
424,1947,22038.4815890867,42084.3113636364
425,1948,11618.7299435429,43454.85
427,1941,5320.73142981317,17076.7564705882
426,1937,5320.73142981317,17076.7564705882
428,1919,6309,6809
429,1981,NA,NA
430,1920,4865.23607289003,20739.9123287671
431,1927,6605.71081415136,34164.8325
432,1952,7039.11851516448,34595.9229357798
433,1955,9099.62241090541,29271.5288135593
434,1943,14214.6703023541,48452.4309523809
435,1967,4069.0327542886,15107.2212121212
436,1955,5791.72866668765,18004.4287234043
437,1920,4164.64952046114,18168.6851485149
438,1938,16780.7714380704,51539.625
439,1968,13036.1675008751,57969.2740983607
440,1970,6684.57691133015,27957.8252941176
441,1959,24626.4140130483,58617.2262857143
443,1971,NA,NA
442,1971,NA,NA
444,1960,10174.5147845462,24871.773381295
446,1952,17729.8784933526,28961.3285714286
445,1947,17729.8784933526,28961.3285714286
447,1946,NA,NA
448,1970,6682.86519857853,19773.3797687861
450,1953,3617.74897259193,20723.0946078431
451,1979,10107.057474552,20208.2529411765
452,1953,14225.2685014018,38966.9076086957
453,1969,10556.4096660779,29418.2962962963
454,1949,16931.2106457239,45461.4888412017
455,1920,9845.59732475006,23721.8272727273
456,1940,13942.7043070424,41657.9294117647
457,1950,27368.042134365,50683.4695652174
458,1961,22324.0516604361,79500.5380952381
459,1967,4995.43342472404,19352.8384615385
461,1970,6662.51610669847,30511.162254902
462,1970,5399.58910473751,7530
463,1944,NA,NA
464,1959,NA,NA
465,1952,3961.61860372343,22800.5744966443
466,1947,NA,NA
467,1950,NA,NA
468,1959,NA,NA
469,1970,7486.41692998124,24803.4916666667
470,1954,5345.1528753714,22570.1960629921
471,1977,28269.4585842302,74580.3493333333
472,1981,11275.3631748373,33603.9707964602
473,1939,14932.8292909519,33818.2277777778
474,1949,13798.1324007274,46728.0925925926
477,1954,12046.8134194944,47704.4236111111
476,1947,12046.8134194944,47704.4236111111
478,1978,11419.6589117952,53794.605
480,1946,19628.0025879472,46454.9485148515
479,1947,19628.0025879472,46454.9485148515
482,1934,NA,NA
481,1927,NA,NA
483,1944,8761.84911990614,14800
484,1959,8464.41334487542,36514.2616740088
485,1978,8826.37526792241,28085.3729372937
486,1944,NA,NA
488,1917,11137.8588423306,33417.287244898
487,1922,11137.8588423306,33417.287244898
489,1940,17841.5448747201,50670.3140625
490,1950,NA,NA
491,1966,4336.9830729757,7606.45555555556
492,1935,NA,NA
493,1942,8921.57723274797,37409.0179166667
494,1980,9485.32162729661,30181.825
495,1937,5738,5938
496,1951,10049.4909842029,41460.043866171
497,1953,15718.5740990856,40768.3203703704
498,1948,15718.5740990856,40768.3203703704
499,1935,5152.27643432632,13719.5
500,1971,10919.8943709484,33758.3660377358
501,1937,8224.3303429124,32179.4302681992
502,1919,8150.770669084,10810
503,1959,23783.4125390103,36900.1473684211
504,1979,12346.3537288043,45467.5317073171
505,1977,5339.60515919647,26700.9048648649
506,1946,8171.13589545542,29952.3
507,1954,NA,NA
508,1971,13815.6255123409,46967.8284615385
509,1980,2892.7772255394,17685.1696682464
510,1976,NA,NA
511,1959,5079.81782494171,24744.2849557522
512,1965,21418.9138558837,57340.5081967213
513,1974,13744.0418665186,47641.4299401198
514,1968,13744.0418665186,47641.4299401198
515,1932,6650.43714678566,26055.5607758621
516,1930,6650.43714678566,26055.5607758621
517,1965,10006.2731553731,38815.75
518,1979,8297.97773848541,29445.7892857143
519,1980,19925.8259009424,26970.9666666667
520,1947,6399.66867995616,26903.7533018868
521,1975,9603.92042728789,28121.4268907563
522,1956,NA,400
523,1922,5548.44669413107,21261.9940366972
525,1969,12081.2937952007,27116.9294117647
524,1963,12081.2937952007,27116.9294117647
526,1964,16312.5218984354,64921.975203252
527,1966,16312.5218984354,64921.975203252
528,1977,NA,NA
529,1978,18103.4021893807,39053.1787878788
530,1957,8961.64633313992,25727.3823529412
532,1980,23151.3045563315,63656.7370656371
531,1976,23151.3045563315,63656.7370656371
533,1941,6717.5144212722,5350
534,1957,3367.04393872653,21073.5352739726
535,1937,7387.69910416844,26158.0542857143
536,1939,9264.28883079849,33230.3804
537,1935,14872.3937777062,50648.0683794466
538,1948,17919.6153506215,36079.5384615385
541,1927,4717.81102530191,18871.9593984962
540,1921,4717.81102530191,18871.9593984962
542,1921,5685.6075304772,16780.280952381
543,1958,5081.21282917409,24535.3438596491
544,1948,22613.3975173134,52043.3820895522
545,1973,NA,NA
546,1953,7959.29697498227,28086.7317757009
547,1949,7805.24107439153,26066.225
548,1937,26565.7404846529,64930.483011583
550,1961,9677.72260126719,41011.7864583333
551,1976,5983.14546056004,17425.5319148936
552,1934,4569.09118605193,19621.4053691275
553,1941,4569.09118605193,19621.4053691275
555,1926,6504.95408383381,33607.2651162791
554,1925,6504.95408383381,33607.2651162791
556,1946,9766.97995338396,40305.979245283
557,1939,13382.3498711345,53359.4224299065
558,1920,NA,NA
559,1972,7178.20326416013,28408.2881889764
560,1967,10872.4840349806,26109.0909090909
561,1962,8873.91653648273,27300.9376984127
562,1975,14631.6016476422,52958.0772727273
564,1955,NA,NA
563,1961,NA,NA
565,1959,5105.89673301495,24960.4559183673
566,1946,6655.25316389134,26707.4593103448
567,1950,6655.25316389134,26707.4593103448
568,1960,28112.2177250306,58669.5043478261
569,1962,12412.1672059353,21382.6857142857
570,1941,5193.2836511006,22204.8671428571
571,1924,NA,NA
572,1920,NA,NA
573,1967,NA,NA
574,1972,9675.08762884326,41773.9595505618
575,1970,13740.4651848984,44800.1717105263
576,1974,13740.4651848984,44800.1717105263
577,1963,3212.80956072815,14348.9729166667
578,1977,NA,NA
579,1933,6537.03784976915,25135.26875
581,1949,NA,NA
582,1950,6170.68866062723,27000.653038674
583,1965,26005.0619200405,45338.2191709845
584,1976,8729.80893820278,30920.1456140351
586,1947,21520.4549485556,36860.8363636364
585,1942,21520.4549485556,36860.8363636364
587,1945,8970.40106339149,18085.7142857143
588,1960,8791.79979815288,32027.6553784861
589,1961,2929.19687404871,14949.68
590,1949,16817.3468872584,50375.2068965517
591,1974,5824.21255844283,32519.4122994652
592,1965,11378.4792428076,50247.8597484277
593,1954,23593.5054659109,50694.7
596,1948,5026.88813255572,22750.0446153846
597,1943,12236.7062992806,54757.712890625
599,1977,19657.7723542731,58191.897752809
598,1970,19657.7723542731,58191.897752809
601,1966,34983.0445897126,76809.7597222222
602,1965,34983.0445897126,76809.7597222222
603,1966,16330.1732223154,41729.6160714286
604,1965,NA,NA
605,1970,18352.1423899889,39340.7647058823
606,1949,4221.41973118679,22909.5684466019
607,1964,NA,300
608,1972,14118.7314817968,39567.9785714286
609,1962,8683.81219123538,23484.2913043478
610,1979,6498.57007829415,8037.125
611,1952,NA,NA
612,1960,NA,NA
613,1977,23754.9241523506,39528.237755102
614,1947,30218.4966323758,62986.25
615,1949,NA,NA
616,1975,9691.29394663066,14852.3
617,1974,9157.8583803674,31921.5725
618,1932,3211.06263515143,14803.6539215686
620,1918,7448.10266872162,26080.56
619,1920,7448.10266872162,26080.56
621,1939,14243.14811795,47338.89342723
622,1931,4844.48389255087,22689.0151724138
623,1925,5776.17301738146,25921.5816216216
624,1932,5776.17301738146,25921.5816216216
625,1978,4194.0586716815,18961.7816568047
626,1980,26414.4242450788,71650.9196581197
627,1972,9424.56016766092,31189.3955882353
628,1970,9424.56016766092,31189.3955882353
629,1976,12568.668840347,48714.1919191919
630,1952,10144.5218275655,35825.0612903226
631,1956,21519.7217558365,45912.4
633,1938,15975.3185234102,33841.9764705882
632,1946,15975.3185234102,33841.9764705882
636,1935,NA,300
635,1927,NA,300
637,1970,NA,NA
638,1961,16700.5380770351,25215.875
639,1978,3674.96422146362,15869.678125
640,1979,12704.0453635952,32859.0971428571
641,1962,7044.61625731546,19330.4727272727
642,1963,7044.61625731546,19330.4727272727
643,1949,NA,NA
644,1961,11204.1542607126,38132.5127753304
645,1925,5012,5912
646,1922,NA,NA
647,1929,NA,NA
648,1935,3725.3552518026,14926.8402877698
649,1978,26181.3955227891,46211.112745098
651,1976,13932.2092655362,30561.0549356223
652,1938,9828.53926553574,36737.0563934426
653,1930,3679.94899466692,18041.2767857143
654,1942,3977.32902292349,19371.0795744681
655,1942,13400.0640966406,44829.5441558442
656,1956,7275.38527124528,33736.4085858586
657,1926,3118.34090503267,3305
658,1926,3118.34090503267,3305
659,1965,NA,NA
660,1923,5760.67511102745,24775.3056994819
661,1919,5760.67511102745,24775.3056994819
662,1945,10943.3695506686,16892.825
663,1923,NA,NA
664,1980,10685.8326423555,23887.9931216931
665,1932,4432.35966806246,21788.9438095238
666,1982,13587.3472931188,29550.212605042
667,1981,10914.7816583953,25605.514516129
668,1942,13769.5966709748,36674.648136646
669,1956,NA,NA
670,1959,3276.23204747747,14143.7458333333
671,1971,8979.72685511211,25699.562962963
672,1929,5234.83996842893,22014.5596707819
673,1939,7290.81575687422,34396.2360465116
674,1927,NA,400
675,1975,10433.9694494204,32601.8
676,1953,6003.84359274314,26800.621559633
677,1963,NA,NA
678,1933,7434.94995434788,28179.0772727273
680,1940,NA,NA
679,1940,NA,NA
681,1977,6603.19249055127,17513.3818181818
682,1979,9466.83097494981,34432.2968085106
683,1945,8974.58535173384,18034.2
684,1976,7907.16950347384,12546.65
685,1930,7535.12901161197,15727.1818181818
687,1975,8850.43175162288,41155.9268292683
686,1971,8850.43175162288,41155.9268292683
688,1954,15922.5818504028,26451.4555555556
689,1964,23973.0469460609,55010.2058035714
691,1944,6644.87360059308,23264.5502463054
690,1942,6644.87360059308,23264.5502463054
693,1935,7527.59895709803,24283.2004366812
692,1936,7527.59895709803,24283.2004366812
694,1936,8411.02807806576,29687.7397350993
695,1955,NA,NA
696,1952,NA,NA
697,1974,NA,NA
698,1954,7644.83573877135,24667.7709677419
699,1922,4890,5390
700,1929,3078.07330827656,14735.4061538462
702,1968,6351.42827963483,17737.3368421053
703,1959,NA,NA
704,1975,9953.45602224357,25680.1585858586
705,1938,7732.70112358332,14433.3333333333
706,1948,6068.15158298478,27564.9470238095
707,1941,NA,NA
708,1977,10382.1277616827,37208.1097560976
709,1934,NA,NA
710,1925,NA,300
711,1963,14950.5627068014,35570.5
712,1962,3858.6828128602,16225.7681818182
713,1980,NA,200
714,1970,15137.1900420849,55399.835
715,1952,12323.7989285295,38390.3357142857
716,1954,NA,NA
717,1968,10267.2470435523,12455.5333333333
718,1960,10267.2470435523,12455.5333333333
719,1974,NA,NA
720,1954,4053.30701831847,17999.5004975124
721,1940,5037.99221082239,18190.3640625
722,1970,13059.8158313422,40570.737037037
723,1957,6465.29438383016,33481.4397660819
724,1953,NA,NA
725,1956,NA,NA
726,1935,3583.78025381798,17995.3032967033
727,1930,4037.36386666944,19842.7294736842
728,1932,4037.36386666944,19842.7294736842
729,1969,3329.74347002582,17589.1194736842
730,1973,3329.74347002582,17589.1194736842
732,1978,17527.7804550266,62666.1175572519
731,1979,17527.7804550266,62666.1175572519
734,1985,NA,NA
733,1978,NA,NA
736,1977,3980.20622626252,11494.76
735,1973,3980.20622626252,11494.76
737,1952,15618.5409063255,32960.1384615385
738,1920,NA,NA
739,1942,4559.24754657437,14333.6361111111
740,1923,5641.05561203845,26167.4900990099
741,1941,20886.6334869536,41209.9
742,1951,23830.6711331916,41969.15
743,1941,26008.4361401768,51583.0780701754
744,1940,6186.28982655855,17472.7272727273
745,1966,16415.814437912,51381.75625
746,1962,16415.814437912,51381.75625
747,1953,NA,NA
748,1936,3832.57660097613,21183.7133858268
749,1933,3832.57660097613,21183.7133858268
750,1956,28846.001445221,59680.0265306122
751,1959,25964.9630343112,27511.846
753,1940,7972.79169829955,32001.5102325581
752,1944,7972.79169829955,32001.5102325581
754,1947,11247.720685503,47627.5089605735
755,1947,5499.98753685569,30379.9643979058
756,1920,3420.33118246416,14356.506918239
757,1970,4894.1338816415,18250.2282407407
758,1961,5367.0360325096,18530.94
759,1955,4297.66353620391,13750.9458333333
760,1936,6186.44807130039,17947.30625
762,1937,25568.2543916942,34810.37
763,1927,NA,NA
764,1955,8137.57072377002,17811.7461538462
765,1969,9318.70040118182,36968.374789916
766,1926,NA,NA
767,1923,NA,NA
768,1931,4880.06729509508,24211.3707692308
769,1977,NA,NA
772,1944,NA,NA
773,1935,NA,NA
774,1973,NA,NA
775,1940,9103.89160214594,31230.5464285714
776,1953,NA,NA
777,1961,NA,NA
778,1940,12616.231757567,50054.8219512195
779,1944,27923.7799660616,49868.6794285714
780,1924,4095.69654677127,24732.8618644068
781,1945,10305.2565370324,48918.1149122807
782,1963,10875.4715355989,42671.1426415094
783,1971,NA,NA
784,1964,NA,NA
785,1934,5806.57223631798,25954.8779661017
786,1978,12704.3246987736,52973.4025974026
787,1947,13655.4946739915,27833.9846153846
788,1974,8065.47258075696,28161.9655677656
789,1931,5624.17291218795,18764.8106382979
790,1967,NA,900
791,1950,10584.9400511809,35578.6534482759
794,1979,5793.82654296034,26221.1310810811
793,1978,5793.82654296034,26221.1310810811
796,1919,NA,200
797,1948,9551.36681697972,38589.5152941176
799,1936,9731.97545003693,41922.0467105263
798,1940,9731.97545003693,41922.0467105263
804,1956,4680.52186395503,11727.4090909091
